time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-04-08,18.2,12.8,21.6,0.0,,252.0,11.7,,1013.1,
2017-04-09,21.2,12.1,26.0,,,,9.9,,1014.9,
2017-04-10,20.3,14.0,28.9,0.0,,287.0,13.6,,1016.8,
2017-04-11,19.2,16.3,21.4,,,,10.8,,1019.9,
2017-04-12,18.6,16.7,20.5,,,295.0,9.6,,1019.4,
2017-04-13,19.0,16.6,25.3,0.0,,,10.5,,1021.2,
2017-04-14,19.0,16.0,20.6,0.0,,35.0,14.8,,1021.0,
2017-04-15,18.9,15.7,21.6,0.0,,37.0,13.3,,1020.2,
2017-04-16,20.2,16.4,22.6,0.0,,27.0,12.0,,1018.3,
2017-04-17,22.4,13.6,26.4,0.0,,61.0,14.2,,1015.0,
2017-04-18,25.3,18.0,31.2,,,6.0,12.3,,1009.2,
2017-04-19,21.9,16.0,31.9,,,39.0,8.1,,1009.1,
2017-04-20,20.1,17.6,22.0,0.0,,270.0,15.6,,1008.9,
2017-04-21,19.6,15.6,21.4,,,,9.3,,1014.9,
2017-04-22,20.1,16.0,22.2,,,330.0,10.2,,1016.0,
2017-04-23,19.9,17.0,26.2,,,,9.0,,1015.5,
2017-04-24,20.1,16.9,25.0,,,320.0,11.4,,1015.4,
2017-04-25,19.8,15.2,22.2,,,,10.3,,1014.1,
2017-04-26,19.5,16.0,26.8,0.0,,35.0,10.4,,1012.3,
2017-04-27,20.9,14.1,24.6,,,239.0,13.2,,1010.6,
2017-04-28,21.0,12.4,23.7,,,232.0,28.7,,1010.5,
2017-04-29,20.4,16.1,23.2,,,251.0,13.1,,1014.8,
2017-04-30,19.0,16.7,21.0,0.5,,349.0,12.5,,1019.1,
2017-05-01,18.9,14.6,24.1,0.0,,45.0,16.9,,1019.2,
2017-05-02,20.7,14.0,29.8,,,42.0,15.3,,1013.7,
2017-05-03,21.7,16.6,24.5,,,322.0,11.9,,1009.7,
2017-05-04,20.2,17.8,22.1,0.0,,246.0,13.3,,1010.4,
2017-05-05,20.6,16.4,23.0,0.0,,243.0,18.0,,1014.6,
2017-05-06,20.7,16.1,22.7,,,,13.2,,1017.8,
2017-05-07,20.9,16.9,23.8,0.0,,36.0,12.8,,1016.1,
2017-05-08,21.6,16.3,23.5,0.0,,312.0,11.5,,1015.5,
2017-05-09,20.9,15.9,23.7,,,,11.7,,1012.9,
2017-05-10,21.9,16.6,25.4,,,224.0,21.5,,1009.5,
2017-05-11,21.3,18.0,23.5,0.0,,237.0,24.1,,1009.3,
2017-05-12,21.6,17.0,23.5,1.0,,256.0,20.5,,1014.7,
2017-05-13,21.3,16.2,25.7,0.0,,,12.0,,1020.0,
2017-05-14,20.7,17.5,22.3,0.0,,34.0,19.5,,1023.0,
2017-05-15,22.8,17.2,25.6,,,26.0,11.2,,1020.4,
2017-05-16,23.9,17.4,28.5,0.0,,,10.2,,1017.6,
2017-05-17,22.7,19.9,25.5,,,,11.7,,1015.5,
2017-05-18,20.9,17.8,22.6,,,13.0,19.9,,1018.2,
2017-05-19,21.2,15.8,23.5,0.0,,40.0,24.0,,1017.1,
2017-05-20,26.2,17.0,31.2,0.0,,,13.4,,1012.0,
2017-05-21,22.4,19.6,32.8,,,259.0,19.4,,1013.9,
2017-05-22,21.6,18.6,23.7,,,,10.0,,1015.8,
2017-05-23,21.9,19.4,23.4,,,343.0,14.3,,1013.1,
2017-05-24,22.3,16.4,28.9,0.0,,271.0,16.4,,1013.4,
2017-05-25,21.8,19.7,24.0,,,271.0,16.3,,1014.1,
2017-05-26,22.1,20.0,25.8,,,305.0,13.6,,1014.8,
2017-05-27,22.6,19.0,27.1,,,344.0,12.0,,1015.0,
2017-05-28,22.0,18.8,24.1,0.0,,,10.7,,1018.3,
2017-05-29,22.6,18.4,24.1,0.0,,,14.0,,1018.8,
2017-05-30,22.1,19.0,26.1,0.0,,25.0,15.3,,1016.5,
2017-05-31,22.5,17.5,24.1,0.0,,359.0,15.7,,1014.9,
2017-06-01,22.7,19.9,28.2,,,316.0,14.3,,1015.2,
2017-06-02,23.1,20.0,28.2,,,341.0,15.2,,1016.2,
2017-06-03,22.3,19.6,24.3,0.0,,357.0,17.6,,1017.8,
2017-06-04,21.2,18.9,25.5,,,351.0,16.0,,1019.6,
2017-06-05,21.4,18.4,23.2,,,19.0,16.0,,1018.8,
2017-06-06,21.6,17.5,23.4,,,32.0,20.1,,1016.9,
2017-06-07,23.1,19.0,25.5,0.0,,24.0,17.2,,1013.4,
2017-06-08,23.2,20.2,25.5,,,286.0,15.3,,1013.2,
2017-06-09,22.9,21.0,29.1,0.0,,0.0,14.6,,1015.4,
2017-06-10,23.9,19.2,33.1,,,25.0,17.1,,,
2017-06-11,24.7,20.6,37.8,,,17.0,12.5,,1011.7,
2017-06-12,23.2,19.4,25.2,,,,18.7,,1010.7,
2017-06-13,23.4,20.8,28.8,,,264.0,20.1,,1012.6,
2017-06-14,23.4,20.5,25.2,0.0,,314.0,10.4,,1015.2,
2017-06-15,23.0,20.5,25.1,0.0,,20.0,16.6,,1015.7,
2017-06-16,25.7,20.7,27.4,,,11.0,14.6,,1013.5,
2017-06-17,26.7,22.5,32.5,,,12.0,12.6,,1011.7,
2017-06-18,25.9,22.3,38.5,,,,13.1,,1011.7,
2017-06-19,25.5,22.5,27.0,0.0,,342.0,15.8,,1013.1,
2017-06-20,24.4,21.9,26.8,0.0,,,12.3,,1015.6,
2017-06-21,24.3,21.4,26.2,0.0,,,12.8,,1016.8,
2017-06-22,24.2,22.0,31.4,,,29.0,15.2,,1019.2,
2017-06-23,26.2,20.5,40.0,0.0,,43.0,19.8,,1019.6,
2017-06-24,27.8,21.6,33.2,0.0,,30.0,20.4,,,
2017-06-25,27.6,25.8,29.3,0.3,,36.0,22.6,,1012.8,
2017-06-26,23.4,21.6,24.5,0.0,,17.0,17.8,,1014.1,
2017-06-27,23.2,20.9,27.8,0.0,,13.0,14.1,,1017.1,
2017-06-28,23.7,20.5,27.5,,,25.0,19.5,,1018.9,
2017-06-29,21.8,19.8,23.6,0.8,,29.0,19.2,,1018.8,
2017-06-30,21.9,15.8,24.8,0.0,,38.0,23.1,,1019.8,
2017-07-01,22.4,18.2,24.4,0.0,,39.0,21.9,,1017.2,
2017-07-02,24.3,16.0,33.0,0.0,,,14.3,,1013.6,
2017-07-03,22.7,20.0,27.0,0.0,,260.0,16.4,,1014.0,
2017-07-04,22.8,19.5,24.4,,,265.0,18.0,,1015.2,
2017-07-05,22.7,20.7,24.5,0.0,,345.0,13.5,,1016.3,
2017-07-06,23.1,20.9,25.0,0.0,,27.0,16.4,,1016.9,
2017-07-07,23.0,18.4,25.0,,,26.0,17.9,,1018.8,
2017-07-08,23.0,20.1,24.6,0.0,,22.0,16.8,,1019.5,
2017-07-09,22.4,20.9,24.6,,,13.0,18.7,,1017.3,
2017-07-10,23.1,20.9,27.8,,,11.0,19.3,,1014.3,
2017-07-11,23.1,19.4,25.2,,,17.0,16.1,,1013.5,
2017-07-12,26.0,20.7,37.8,,,,10.8,,1015.0,
2017-07-13,26.3,20.9,28.5,0.0,,308.0,12.8,,1015.5,
2017-07-14,25.1,20.4,41.1,0.0,,,11.1,,1014.9,
2017-07-15,25.0,21.0,38.2,0.0,,23.0,13.4,,1014.7,
2017-07-16,25.4,20.5,28.0,,,2.0,14.1,,1014.1,
2017-07-17,25.3,22.8,41.0,,,,13.5,,1012.1,
2017-07-18,23.9,22.8,25.4,0.0,,322.0,13.8,,1013.8,
2017-07-19,23.6,21.5,25.2,,,9.0,16.1,,1017.0,
2017-07-20,22.8,20.8,24.6,0.0,,0.0,17.9,,1021.6,
2017-07-21,22.3,20.3,25.2,0.0,,349.0,17.8,,1016.5,
2017-07-22,22.8,18.9,25.0,0.0,,9.0,14.6,,1016.5,
2017-07-23,23.3,19.9,25.5,0.0,,20.0,17.0,,1018.4,
2017-07-24,24.5,21.5,27.0,0.0,,27.0,18.6,,1018.2,
2017-07-25,23.8,21.0,31.8,,,355.0,14.2,,1015.5,
2017-07-26,23.9,19.6,26.2,,,,10.6,,1014.5,
2017-07-27,24.9,20.7,28.0,,,,13.4,,1014.8,
2017-07-28,24.9,20.7,27.3,,,,12.0,,1016.5,
2017-07-29,24.2,18.8,27.5,,,,,,,
2017-07-30,24.4,21.0,26.0,0.0,,338.0,14.3,,1014.7,
2017-07-31,24.2,21.6,29.0,0.0,,323.0,14.2,,,
2017-08-01,23.9,21.0,29.1,,,12.0,14.7,,,
2017-08-02,23.6,20.0,26.2,,,26.0,16.7,,1017.8,
2017-08-03,24.3,20.0,26.7,0.0,,25.0,16.2,,1017.5,
2017-08-04,26.1,20.9,29.4,,,20.0,14.5,,1014.7,
2017-08-05,25.6,21.8,28.4,0.0,,16.0,15.2,,1014.2,
2017-08-06,26.7,23.0,29.2,,,22.0,17.0,,1013.7,
2017-08-07,28.3,23.8,32.1,0.0,,29.0,16.1,,1013.2,
2017-08-08,25.5,23.2,27.0,0.0,,14.0,19.6,,1015.9,
2017-08-09,23.6,20.6,25.3,,,15.0,16.0,,1018.0,
2017-08-10,23.6,18.4,25.2,0.0,,9.0,13.0,,1017.2,
2017-08-11,25.2,20.7,27.5,,,326.0,12.4,,1014.5,
2017-08-12,25.4,22.6,27.2,,,302.0,13.0,,1014.4,
2017-08-13,24.7,22.3,32.8,0.0,,283.0,12.9,,1012.8,
2017-08-14,24.9,21.9,27.0,0.0,,269.0,14.2,,1013.1,
2017-08-15,24.6,22.9,30.4,0.0,,,12.3,,1016.9,
2017-08-16,25.8,21.4,28.0,,,28.0,19.3,,1018.3,
2017-08-17,25.1,21.2,27.6,,,7.0,14.0,,1016.9,
2017-08-18,24.6,21.6,27.0,0.0,,322.0,12.9,,1015.9,
2017-08-19,25.3,22.0,33.3,0.0,,353.0,11.9,,1015.0,
2017-08-20,25.7,22.2,28.0,,,,10.3,,1015.0,
2017-08-21,24.6,22.8,26.5,,,5.0,12.0,,1014.8,
2017-08-22,24.1,20.8,26.2,0.0,,8.0,12.6,,1015.2,
2017-08-23,25.3,20.8,28.2,,,6.0,13.5,,1014.7,
2017-08-24,26.1,21.2,28.7,0.0,,27.0,13.5,,1014.7,
2017-08-25,26.5,21.8,30.5,,,,12.4,,1013.9,
2017-08-26,26.6,22.9,34.2,0.0,,21.0,11.8,,1012.5,
2017-08-27,24.5,22.9,26.2,0.0,,,13.5,,1014.3,
2017-08-28,24.1,21.6,26.3,0.0,,342.0,13.2,,1016.4,
2017-08-29,23.9,19.4,26.0,0.0,,299.0,14.6,,1016.0,
2017-08-30,23.5,19.6,27.4,,,23.0,14.8,,1015.4,
2017-08-31,24.5,21.4,26.4,,,20.0,18.1,,1014.1,
2017-09-01,24.8,21.3,31.3,,,342.0,12.9,,1014.1,
2017-09-02,25.1,22.8,27.8,0.0,,,10.0,,1015.4,
2017-09-03,24.7,21.6,33.8,0.0,,333.0,12.0,,1016.4,
2017-09-04,23.8,20.9,31.0,0.0,,0.0,13.8,,1018.3,
2017-09-05,23.9,21.9,25.9,,,,,,,
2017-09-06,25.1,22.5,33.0,0.0,,12.0,14.5,,1017.3,
2017-09-07,24.2,21.8,26.5,,,355.0,10.8,,,
2017-09-08,24.8,19.5,27.1,0.0,,,12.1,,1014.2,
2017-09-09,22.8,21.0,26.9,,,326.0,15.4,,1016.8,
2017-09-10,22.1,18.4,23.6,,,357.0,16.4,,1016.4,
2017-09-11,23.1,17.6,28.0,,,31.0,17.3,,1014.1,
2017-09-12,24.1,16.0,33.5,0.0,,,13.4,,1015.2,
2017-09-13,25.2,20.3,28.3,,,315.0,11.4,,1018.3,
2017-09-14,23.4,20.6,26.4,0.0,,,11.3,,1019.7,
2017-09-15,22.6,19.4,27.9,0.0,,331.0,12.4,,1017.6,
2017-09-16,21.2,14.6,24.2,0.0,,316.0,12.8,,1017.7,
2017-09-17,20.7,14.6,26.5,,,329.0,9.6,,1019.5,
2017-09-18,21.1,16.0,23.3,,,,9.2,,1022.4,
2017-09-19,22.1,17.0,24.4,,,34.0,15.5,,1021.9,
2017-09-20,21.7,18.0,27.3,,,9.0,12.0,,1018.4,
2017-09-21,21.7,16.6,24.5,,,,10.3,,1016.6,
2017-09-22,23.1,19.5,27.8,,,29.0,13.5,,1016.3,
2017-09-23,23.1,19.5,25.3,,,18.0,12.4,,1016.9,
2017-09-24,22.8,19.8,25.8,,,24.0,9.0,,1019.3,
2017-09-25,23.6,19.5,26.0,,,28.0,15.2,,1020.7,
2017-09-26,21.7,19.0,23.7,0.0,,,10.2,,1020.3,
2017-09-27,23.1,18.9,26.2,0.0,,26.0,15.0,,1018.3,
2017-09-28,22.8,15.3,25.7,,,,9.9,,1019.3,
2017-09-29,23.4,18.9,25.0,,,,10.6,,1018.7,
2017-09-30,23.6,20.5,30.8,,,,14.1,,1017.3,
2017-10-01,22.9,16.1,25.7,0.0,,,11.2,,1016.8,
2017-10-02,24.6,18.5,27.0,,,,12.7,,1015.0,
2017-10-03,25.7,16.3,29.6,,,,10.9,,1013.6,
2017-10-04,25.6,19.8,29.5,,,,11.8,,1014.7,
2017-10-05,22.6,19.1,27.2,,,262.0,14.5,,1016.3,
2017-10-06,23.5,18.2,27.5,,,,9.2,,1017.7,
2017-10-07,21.9,18.8,25.2,0.0,,,9.4,,1016.8,
2017-10-08,22.7,17.4,32.3,,,,8.9,,1017.0,
2017-10-09,24.6,16.8,35.8,,,,14.0,,1017.1,
2017-10-10,26.9,16.8,31.9,,,61.0,11.7,,1016.7,
2017-10-11,26.2,22.0,35.5,0.3,,80.0,14.3,,1018.4,
2017-10-12,26.5,21.8,31.1,0.0,,,11.0,,1021.2,
2017-10-13,29.8,22.0,33.6,0.3,,105.0,13.4,,1022.3,
2017-10-14,29.8,21.2,34.8,0.0,,,12.6,,1020.7,
2017-10-15,26.9,19.8,32.5,,,225.0,13.2,,1019.3,
2017-10-16,26.8,22.1,30.3,0.0,,171.0,10.2,,1021.7,
2017-10-17,24.2,21.1,31.4,0.0,,225.0,14.4,,1021.1,
2017-10-18,22.0,19.2,24.1,,,242.0,20.2,,1019.9,
2017-10-19,22.0,19.9,24.3,5.1,,251.0,22.5,,1019.2,
2017-10-20,21.3,16.8,24.8,0.5,,41.0,11.9,,1021.3,
2017-10-21,21.8,17.5,24.4,0.0,,42.0,15.9,,1022.7,
2017-10-22,22.1,20.8,26.8,,,38.0,16.5,,1022.6,
2017-10-23,21.7,19.0,28.8,0.0,,,10.7,,1019.9,
2017-10-24,20.7,15.4,26.5,,,,10.5,,1019.3,
2017-10-25,20.4,10.8,23.7,0.0,,49.0,10.1,,1020.7,
2017-10-26,21.2,16.0,24.5,0.0,,,7.7,,1020.8,
2017-10-27,20.8,13.9,25.5,,,203.0,8.5,,1022.9,
2017-10-28,20.2,16.0,23.5,0.0,,,7.5,,1020.5,
2017-10-29,18.9,11.8,22.2,0.0,,,7.5,,1018.2,
2017-10-30,20.3,14.6,29.1,0.0,,59.0,9.0,,1015.7,
2017-10-31,19.8,13.5,23.6,,,,9.1,,1016.8,
2017-11-01,19.7,13.5,22.8,0.0,,,7.2,,1018.5,
2017-11-02,19.5,14.0,23.8,,,,7.8,,1017.7,
2017-11-03,20.7,16.9,23.8,,,260.0,10.9,,1015.9,
2017-11-04,20.7,16.6,24.3,,,253.0,15.4,,1019.0,
2017-11-05,19.8,14.5,22.3,0.0,,58.0,14.6,,1021.5,
2017-11-06,19.0,11.4,21.5,,,45.0,14.3,,1018.1,
2017-11-07,19.2,12.9,22.2,0.0,,65.0,11.9,,1017.2,
2017-11-08,18.7,13.6,21.8,,,47.0,13.2,,1020.1,
2017-11-09,18.4,10.8,22.2,,,41.0,13.5,,1021.0,
2017-11-10,17.3,10.5,20.3,0.0,,50.0,14.4,,1024.7,
2017-11-11,17.4,5.8,21.4,0.0,,61.0,14.2,,1024.2,
2017-11-12,17.9,10.5,22.1,0.0,,68.0,11.1,,1022.8,
2017-11-13,17.3,10.8,23.8,0.0,,,7.3,,1020.0,
2017-11-14,17.8,12.2,21.4,0.0,,,8.5,,1017.6,
2017-11-15,17.1,9.6,22.9,,,,6.9,,1017.5,
2017-11-16,17.2,11.0,23.8,0.0,,86.0,8.8,,1018.6,
2017-11-17,17.4,10.4,20.3,0.0,,51.0,8.9,,1018.3,
2017-11-18,17.0,9.4,24.3,0.0,,,8.9,,1016.9,
2017-11-19,17.2,7.5,21.1,,,75.0,7.8,,1017.3,
2017-11-20,18.9,8.4,24.4,,,,7.9,,1020.0,
2017-11-21,19.6,8.9,25.6,,,104.0,8.0,,1019.7,
2017-11-22,18.4,9.9,24.6,,,190.0,11.8,,1016.9,
2017-11-23,20.8,8.6,28.5,0.0,,160.0,9.9,,1019.0,
2017-11-24,21.4,8.8,28.4,0.0,,129.0,8.5,,1020.0,
2017-11-25,20.3,12.6,27.5,,,136.0,9.1,,1021.0,
2017-11-26,18.7,10.4,23.6,,,76.0,10.1,,1023.5,
2017-11-27,20.9,14.9,26.0,0.0,,,8.1,,1023.1,
2017-11-28,22.9,15.0,29.1,0.0,,211.0,16.5,,1019.4,
2017-11-29,20.8,18.0,24.1,,,222.0,28.5,,1013.4,
2017-11-30,16.3,10.8,20.5,41.9,,302.0,16.3,,1016.2,
2017-12-01,14.9,9.8,17.4,0.0,,88.0,12.6,,1021.8,
2017-12-02,14.3,8.5,17.8,0.0,,,13.2,,1022.1,
2017-12-03,13.4,3.8,16.6,,,70.0,13.4,,1023.5,
2017-12-04,12.4,4.9,17.0,0.0,,,6.8,,1026.8,
2017-12-05,14.6,5.8,20.4,,,164.0,9.4,,1029.1,
2017-12-06,14.6,6.0,19.4,,,,7.6,,1028.9,
2017-12-07,14.4,7.0,20.2,0.0,,107.0,8.0,,1028.8,
2017-12-08,14.2,7.4,19.5,,,,8.3,,1029.6,
2017-12-09,15.3,6.9,20.4,0.0,,88.0,9.8,,1029.4,
2017-12-10,16.4,3.4,21.1,0.0,,110.0,9.2,,1024.8,
2017-12-11,13.1,7.9,16.1,,,213.0,25.0,,1011.8,
2017-12-12,13.7,8.8,16.0,,,,12.2,,1017.8,
2017-12-13,12.7,5.9,15.8,,,68.0,9.9,,1025.6,
2017-12-14,13.8,6.6,17.3,,,77.0,8.9,,1026.4,
2017-12-15,15.8,5.7,18.8,0.0,,216.0,12.5,,1021.7,
2017-12-16,15.4,10.0,17.5,10.9,,319.0,15.8,,1020.1,
2017-12-17,14.2,6.8,16.7,2.0,,,10.1,,1023.9,
2017-12-18,12.8,6.6,15.5,0.0,,,7.1,,1026.5,
2017-12-19,14.0,6.9,17.8,0.0,,,9.7,,1025.9,
2017-12-20,14.0,4.1,17.1,0.0,,46.0,15.1,,1027.6,
2017-12-21,14.0,4.8,16.1,0.0,,52.0,13.0,,1031.9,
2017-12-22,14.3,6.8,19.3,,,54.0,11.7,,1033.7,
2017-12-23,13.9,4.4,19.3,0.0,,175.0,7.3,,1031.9,
2017-12-24,13.8,7.7,18.0,0.0,,,6.0,,,
2017-12-25,15.2,7.5,19.1,,,216.0,10.5,,1028.7,
2017-12-26,15.6,9.6,19.2,,,207.0,11.7,,1028.5,
2017-12-27,16.6,13.2,20.6,0.0,,229.0,18.3,,1026.4,
2017-12-28,16.3,13.5,20.0,7.1,,229.0,11.7,,1025.4,
2017-12-29,16.4,11.6,18.8,0.0,,61.0,12.3,,1026.9,
2017-12-30,15.2,9.7,19.4,0.0,,75.0,7.3,,1027.5,
2017-12-31,15.8,11.4,20.0,,,10.0,10.2,,1030.1,
2018-01-01,15.4,10.6,18.9,,,50.0,18.4,,1033.1,
2018-01-02,14.6,6.8,17.4,,,46.0,15.8,,1033.7,
2018-01-03,15.2,10.3,19.3,0.0,,48.0,16.7,,1033.3,
2018-01-04,16.2,11.8,19.3,0.0,,58.0,13.9,,1030.4,
2018-01-05,14.4,7.4,19.3,,,220.0,12.3,,1020.3,
2018-01-06,12.6,10.1,15.5,18.0,,246.0,24.7,,1008.0,
2018-01-07,9.4,7.9,11.2,25.9,,217.0,17.6,,1007.4,
2018-01-08,12.1,7.5,14.4,20.1,,221.0,26.3,,1014.7,
2018-01-09,15.1,11.5,17.1,23.9,,212.0,22.9,,1022.8,
2018-01-10,15.6,11.2,17.8,0.5,,229.0,16.6,,1027.2,
2018-01-11,14.6,8.8,18.5,7.1,,73.0,9.7,,1029.2,
2018-01-12,13.6,7.9,16.5,0.0,,50.0,13.6,,1025.1,
2018-01-13,13.3,7.0,17.1,0.0,,,10.9,,1024.0,
2018-01-14,13.5,10.0,15.8,2.0,,,9.5,,1023.3,
2018-01-15,12.8,7.5,14.4,1.0,,38.0,15.4,,1023.4,
2018-01-16,13.2,7.8,16.1,0.0,,39.0,15.5,,1026.0,
2018-01-17,13.6,7.6,16.5,,,69.0,9.1,,1022.8,
2018-01-18,12.9,5.6,14.6,0.0,,205.0,8.6,,1017.4,
2018-01-19,15.9,12.9,18.5,,,232.0,12.7,,1022.1,
2018-01-20,14.3,5.8,19.0,0.0,,65.0,9.5,,1029.4,
2018-01-21,13.5,4.4,18.0,0.0,,65.0,8.7,,1031.1,
2018-01-22,14.0,4.6,16.5,0.0,,,11.5,,1028.8,
2018-01-23,14.1,13.0,14.9,0.0,,51.0,14.4,,1027.4,
2018-01-24,13.5,11.6,13.3,,,59.0,7.1,,1026.8,
2018-01-25,14.3,9.8,16.8,0.0,,223.0,9.5,,1027.0,
2018-01-26,13.9,11.5,15.4,7.9,,,11.7,,1029.3,
2018-01-27,12.7,7.7,16.0,0.3,,127.0,11.3,,1027.8,
2018-01-28,10.4,4.9,14.4,0.0,,63.0,13.8,,1022.5,
2018-01-29,12.2,7.0,14.1,,,,10.0,,1018.9,
2018-01-30,13.7,6.9,18.3,0.0,,,8.2,,1018.0,
2018-01-31,14.3,5.3,17.0,0.3,,241.0,10.2,,1017.8,
2018-02-01,14.7,8.8,17.1,1.0,,242.0,13.9,,1017.2,
2018-02-02,13.5,6.8,15.2,0.0,,,,,,
2018-02-03,11.6,1.9,15.1,0.8,,,11.3,,1021.8,
2018-02-04,10.2,6.2,12.9,0.0,,214.0,16.6,,1016.9,
2018-02-05,10.7,7.4,14.5,24.9,,222.0,18.8,,1011.1,
2018-02-06,9.9,5.9,12.5,22.1,,230.0,13.9,,1014.8,
2018-02-07,10.8,5.7,13.8,9.9,,226.0,14.6,,1014.1,
2018-02-08,10.9,8.3,13.0,13.0,,326.0,12.9,,1017.6,
2018-02-09,12.1,4.6,15.4,6.1,,230.0,12.0,,1024.8,
2018-02-10,13.5,9.8,16.0,0.0,,291.0,11.2,,1024.4,
2018-02-11,13.3,7.8,16.3,0.0,,,9.6,,1025.7,
2018-02-12,14.3,8.0,17.5,0.0,,,9.2,,1025.3,
2018-02-13,14.6,11.4,16.9,,,68.0,11.9,,1024.7,
2018-02-14,13.3,7.0,17.2,0.0,,65.0,10.0,,1024.9,
2018-02-15,13.4,6.9,16.6,,,65.0,9.7,,1024.8,
2018-02-16,14.1,7.6,18.6,0.0,,,6.0,,1024.2,
2018-02-17,14.3,10.3,16.6,,,,7.6,,1024.2,
2018-02-18,13.3,7.2,16.0,0.0,,60.0,8.7,,1020.3,
2018-02-19,15.1,10.3,18.0,,,73.0,11.3,,1017.6,
2018-02-20,14.6,5.8,17.0,,,53.0,11.4,,1015.4,
2018-02-21,15.3,9.4,18.4,,,210.0,11.4,,1011.2,
2018-02-22,14.8,7.8,18.2,,,241.0,11.3,,1009.2,
2018-02-23,14.2,8.9,17.0,0.0,,,8.6,,1004.9,
2018-02-24,14.8,10.1,18.2,,,232.0,10.2,,1006.5,
2018-02-25,16.6,5.5,21.3,,,151.0,9.5,,1010.3,
2018-02-26,15.9,12.5,20.3,,,204.0,18.8,,1007.5,
2018-02-27,16.9,10.8,20.6,5.1,,212.0,19.3,,1010.4,
2018-02-28,16.2,12.5,20.2,0.0,,193.0,25.5,,1003.6,
2018-03-01,18.3,15.3,20.7,2.0,,224.0,46.0,,1002.5,
2018-03-02,19.6,15.5,22.2,3.0,,217.0,36.1,,1009.0,
2018-03-03,14.4,13.7,15.1,20.1,,244.0,14.6,,1008.2,
2018-03-04,17.5,13.2,20.2,34.0,,226.0,35.0,,1009.0,
2018-03-05,16.4,14.0,18.0,18.0,,234.0,34.2,,1010.7,
2018-03-06,16.9,13.5,18.6,6.1,,226.0,26.5,,1010.9,
2018-03-07,18.2,13.4,20.6,7.9,,240.0,22.6,,1013.3,
2018-03-08,18.9,16.8,21.8,7.1,,238.0,18.4,,1016.4,
2018-03-09,19.2,13.1,22.3,0.0,,210.0,13.8,,1016.7,
2018-03-10,18.2,11.1,21.8,0.3,,225.0,24.7,,1014.8,
2018-03-11,17.3,13.6,19.3,14.0,,233.0,23.4,,1020.2,
2018-03-12,16.9,11.3,22.0,0.0,,203.0,9.2,,1023.1,
2018-03-13,17.3,8.0,20.7,0.0,,,5.9,,1021.8,
2018-03-14,17.3,12.1,20.5,,,222.0,15.7,,1017.6,
2018-03-15,15.1,10.4,18.7,,,255.0,19.3,,1012.8,
2018-03-16,15.0,11.6,17.1,,,258.0,16.3,,1015.2,
2018-03-17,15.6,9.9,18.4,0.8,,216.0,24.9,,1017.6,
2018-03-18,17.3,13.6,19.9,1.0,,249.0,27.0,,1017.4,
2018-03-19,16.0,9.8,18.5,5.1,,242.0,13.5,,1020.9,
2018-03-20,14.4,10.8,16.9,2.0,,336.0,16.5,,1021.6,
2018-03-21,14.3,7.0,16.8,0.0,,275.0,11.5,,1025.4,
2018-03-22,13.6,6.5,16.9,0.0,,45.0,8.2,,1028.1,
2018-03-23,14.2,7.6,18.0,,,,8.9,,1025.2,
2018-03-24,15.1,13.6,17.2,0.5,,281.0,19.2,,1020.3,
2018-03-25,15.6,10.6,19.1,5.1,,244.0,17.9,,1020.5,
2018-03-26,15.6,10.2,18.2,0.0,,17.0,14.1,,1023.7,
2018-03-27,16.3,9.4,19.3,0.0,,45.0,15.8,,1025.1,
2018-03-28,17.0,7.5,22.4,,,52.0,8.4,,1021.3,
2018-03-29,15.8,10.8,18.0,,,34.0,9.1,,1018.0,
2018-03-30,16.6,11.8,18.5,,,288.0,11.3,,1018.4,
2018-03-31,16.5,7.4,21.8,0.0,,134.0,11.8,,1019.6,
2018-04-01,17.2,7.6,20.3,0.0,,,9.9,,1012.0,
2018-04-02,17.9,14.9,20.5,0.0,,254.0,10.7,,1011.4,
2018-04-03,17.7,12.6,20.7,,,226.0,11.1,,1014.8,
2018-04-04,16.9,11.1,21.1,,,58.0,13.9,,1018.8,
2018-04-05,16.8,9.9,19.5,,,10.0,14.2,,1014.6,
2018-04-06,17.1,13.5,19.0,0.0,,251.0,11.6,,1012.8,
2018-04-07,15.9,11.5,18.7,14.0,,243.0,17.3,,1013.7,
2018-04-08,15.7,12.3,18.2,4.1,,251.0,12.8,,1018.2,
2018-04-09,15.6,13.0,17.5,7.1,,262.0,14.5,,1017.4,
2018-04-10,15.6,10.7,17.4,0.0,,225.0,24.3,,1016.8,
2018-04-11,15.3,13.8,18.0,7.1,,277.0,22.4,,1015.2,
2018-04-12,16.2,11.8,20.1,0.5,,220.0,26.0,,,
2018-04-13,14.5,10.6,17.1,14.0,,249.0,21.5,,1013.7,
2018-04-14,16.4,13.0,19.8,13.0,,274.0,13.4,,1020.4,
2018-04-15,16.3,9.7,19.0,0.0,,,9.0,,1022.1,
2018-04-16,17.7,10.9,21.2,0.0,,49.0,12.6,,1021.3,
2018-04-17,17.8,12.9,20.1,,,38.0,14.8,,1020.6,
2018-04-18,19.7,11.8,23.5,,,,8.4,,1018.2,
2018-04-19,20.6,9.5,25.2,0.0,,,6.4,,1013.9,
2018-04-20,17.9,16.0,20.6,0.0,,265.0,15.8,,1011.7,
